id,age,gender,course,study_hours,class_attendance,internet_access,sleep_hours,sleep_quality,study_method,facility_rating,exam_difficulty,source
634881,17,other,b.tech,0.8,96.2,yes,5.7,average,self-study,high,hard,df2
634882,18,female,b.tech,6.79,49.6,yes,9.4,average,self-study,low,easy,df2
634883,21,male,b.sc,4.99,66.5,yes,8.9,poor,group study,high,moderate,df2
634884,18,female,bca,5.07,51.1,yes,9.9,average,coaching,medium,moderate,df2
634885,21,other,bba,0.56,72.0,yes,5.7,average,self-study,high,easy,df2
634886,23,other,b.tech,7.91,88.0,yes,6.9,average,self-study,medium,moderate,df2
634887,24,male,b.com,4.86,92.2,yes,4.8,good,online videos,low,easy,df2
634888,24,male,b.sc,2.96,69.6,yes,9.7,poor,online videos,medium,moderate,df2
634889,21,other,b.sc,6.02,56.2,yes,4.4,good,mixed,high,easy,df2
634890,19,male,b.sc,0.25,90.5,yes,7.2,poor,mixed,low,easy,df2
634891,23,male,b.tech,0.08,54.9,yes,9.3,average,group study,high,easy,df2
634892,19,female,b.sc,7.12,79.5,yes,6.7,average,online videos,high,easy,df2
634893,24,other,b.sc,0.64,93.6,yes,5.7,good,self-study,high,easy,df2
634894,24,other,diploma,7.36,52.3,yes,9.4,good,group study,high,moderate,df2
634895,23,male,b.sc,7.02,46.2,yes,8.7,poor,self-study,high,hard,df2
634896,24,female,b.sc,1.47,93.1,yes,6.3,average,coaching,high,moderate,df2
634897,21,other,b.sc,7.08,53.4,yes,9.0,average,self-study,medium,moderate,df2
634898,21,other,b.com,5.69,58.5,yes,9.8,poor,self-study,medium,moderate,df2
634899,19,other,bca,4.71,55.1,yes,7.1,poor,coaching,high,moderate,df2
634900,22,female,b.tech,6.69,49.5,yes,9.2,good,self-study,high,moderate,df2
634901,17,male,b.sc,3.5,65.9,yes,7.7,average,coaching,low,hard,df2
634902,21,female,b.tech,0.87,86.7,yes,6.0,average,mixed,low,moderate,df2
634903,17,other,b.com,1.22,71.9,yes,8.8,good,group study,low,moderate,df2
634904,20,female,b.tech,7.2,57.2,yes,6.0,poor,online videos,medium,moderate,df2
634905,20,female,b.com,2.81,50.6,yes,7.3,poor,self-study,high,moderate,df2
634906,21,other,b.tech,1.43,63.4,yes,6.5,poor,coaching,high,easy,df2
634907,18,other,bba,6.95,89.4,yes,9.1,good,mixed,low,moderate,df2
634908,18,other,b.com,0.7,43.0,yes,7.2,good,self-study,low,moderate,df2
634909,24,male,ba,7.91,50.6,yes,8.3,good,group study,medium,moderate,df2
634910,24,male,ba,1.51,70.8,yes,9.6,good,group study,low,hard,df2
634911,23,female,diploma,5.16,98.4,yes,8.4,poor,self-study,high,moderate,df2
634912,20,other,b.sc,2.77,63.4,yes,7.7,poor,mixed,high,moderate,df2
634913,18,female,b.sc,7.03,42.9,no,9.6,average,coaching,low,moderate,df2
634914,17,female,b.sc,3.66,42.3,yes,6.5,good,coaching,medium,easy,df2
634915,22,female,bba,0.78,95.1,yes,7.4,good,coaching,low,moderate,df2
634916,19,female,b.com,5.76,67.3,yes,8.5,poor,coaching,medium,moderate,df2
634917,24,female,b.tech,1.01,57.0,yes,7.0,average,group study,medium,moderate,df2
634918,18,male,ba,3.03,57.1,yes,9.1,good,mixed,medium,moderate,df2
634919,21,female,bca,3.44,56.9,yes,8.7,good,coaching,low,moderate,df2
634920,18,other,diploma,1.98,51.2,yes,7.0,average,self-study,medium,easy,df2
634921,20,other,b.com,2.14,63.0,yes,9.5,average,coaching,low,moderate,df2
634922,21,female,b.sc,2.88,77.9,yes,5.3,poor,self-study,high,easy,df2
634923,24,other,b.sc,6.71,50.0,yes,9.9,good,group study,medium,hard,df2
634924,20,male,bba,3.62,73.7,yes,7.9,poor,coaching,low,easy,df2
634925,23,female,bca,1.77,96.2,yes,5.7,average,online videos,low,moderate,df2
634926,19,female,ba,2.31,40.9,yes,4.2,average,self-study,low,moderate,df2
634927,21,other,diploma,1.61,67.8,yes,7.6,good,group study,medium,moderate,df2
634928,22,other,ba,5.66,99.4,yes,6.8,average,self-study,low,moderate,df2
634929,21,female,b.tech,7.16,51.3,yes,7.1,good,mixed,medium,moderate,df2
634930,17,other,b.sc,2.29,66.8,yes,4.8,poor,coaching,medium,easy,df2
634931,24,other,b.sc,2.74,76.2,yes,6.5,poor,online videos,medium,moderate,df2
634932,19,other,ba,0.08,63.0,yes,8.9,good,self-study,low,moderate,df2
634933,21,other,b.tech,5.29,71.3,yes,5.6,good,online videos,high,moderate,df2
634934,18,male,b.com,4.68,92.0,yes,8.9,average,mixed,high,moderate,df2
634935,19,female,b.com,6.37,89.4,yes,5.7,average,online videos,low,hard,df2
634936,24,female,b.tech,2.18,77.6,yes,6.5,good,self-study,medium,easy,df2
634937,17,other,b.com,5.87,83.0,yes,7.1,poor,coaching,low,moderate,df2
634938,22,female,bca,3.5,76.7,yes,5.0,average,online videos,low,easy,df2
634939,24,male,diploma,0.48,78.0,yes,9.2,average,coaching,low,moderate,df2
634940,19,other,ba,2.85,54.8,yes,6.3,good,self-study,high,moderate,df2
634941,18,male,b.com,1.18,61.0,yes,9.7,good,self-study,low,moderate,df2
634942,19,female,b.com,1.51,64.1,yes,7.1,good,coaching,high,moderate,df2
634943,22,female,ba,3.72,90.6,no,5.6,average,mixed,low,hard,df2
634944,23,male,b.tech,6.54,64.8,yes,9.1,good,mixed,high,moderate,df2
634945,23,male,ba,2.81,40.9,yes,6.1,average,mixed,high,moderate,df2
634946,18,female,b.tech,1.07,91.1,no,8.3,average,mixed,medium,easy,df2
634947,24,female,bca,1.95,62.4,yes,7.4,average,mixed,low,moderate,df2
634948,18,male,bba,1.13,79.2,yes,7.8,average,coaching,low,easy,df2
634949,22,female,b.tech,4.23,43.7,yes,8.0,good,group study,medium,moderate,df2
634950,19,other,b.tech,1.2,62.9,yes,9.5,average,coaching,low,hard,df2
634951,23,male,b.sc,4.5,87.5,yes,9.1,good,coaching,high,hard,df2
634952,21,male,b.sc,7.67,47.5,no,5.5,average,self-study,medium,moderate,df2
634953,18,female,b.sc,3.76,95.0,yes,9.0,average,online videos,high,moderate,df2
634954,18,female,b.tech,1.0,99.4,yes,8.9,poor,group study,high,moderate,df2
634955,17,female,b.com,2.87,92.4,yes,4.2,average,mixed,medium,easy,df2
634956,24,female,b.tech,5.93,70.9,yes,6.0,average,self-study,high,easy,df2
634957,20,other,b.tech,7.39,94.4,yes,7.9,good,self-study,low,moderate,df2
634958,21,female,b.com,4.36,56.8,yes,9.7,poor,online videos,high,moderate,df2
634959,18,male,b.com,0.14,94.5,yes,6.4,poor,group study,medium,moderate,df2
634960,21,other,bca,0.78,71.0,yes,9.8,average,mixed,low,moderate,df2
634961,23,female,b.sc,1.01,51.9,yes,8.5,average,mixed,high,moderate,df2
634962,22,other,diploma,7.71,80.9,yes,8.8,average,online videos,medium,moderate,df2
634963,24,female,bca,3.94,97.7,no,8.0,good,coaching,medium,easy,df2
634964,17,female,bca,5.86,70.5,yes,8.1,poor,mixed,low,moderate,df2
634965,18,other,ba,0.38,68.7,yes,4.3,poor,self-study,low,easy,df2
634966,18,female,ba,1.02,53.1,no,9.4,poor,self-study,low,moderate,df2
634967,23,other,bca,2.88,93.5,yes,5.8,poor,self-study,medium,moderate,df2
634968,21,male,bca,5.48,98.2,yes,9.9,poor,coaching,medium,easy,df2
634969,24,male,ba,4.0,99.0,yes,5.9,poor,online videos,high,moderate,df2
634970,22,male,b.com,5.55,63.7,yes,8.8,poor,mixed,medium,moderate,df2
634971,18,female,b.com,7.11,97.4,yes,8.0,good,online videos,low,moderate,df2
634972,18,other,b.com,5.38,50.2,yes,8.8,good,group study,high,easy,df2
634973,20,other,bca,6.94,98.8,yes,6.2,good,online videos,medium,moderate,df2
634974,23,male,diploma,1.48,95.4,yes,9.6,average,coaching,low,hard,df2
634975,21,other,b.tech,0.99,74.5,yes,7.0,average,coaching,medium,moderate,df2
634976,22,other,diploma,3.06,88.5,yes,6.9,average,group study,low,moderate,df2
634977,18,male,b.com,4.04,84.4,yes,6.8,good,coaching,medium,moderate,df2
634978,17,female,bca,0.81,70.9,yes,7.9,good,coaching,high,moderate,df2
634979,18,other,bba,2.0,88.1,yes,9.4,poor,coaching,high,moderate,df2
634980,24,other,bba,5.01,51.9,yes,4.9,poor,self-study,high,moderate,df2
634981,22,female,diploma,6.11,81.5,yes,4.8,good,online videos,high,moderate,df2
634982,20,male,diploma,2.11,88.6,yes,6.3,average,group study,low,moderate,df2
634983,21,other,diploma,1.87,58.8,yes,6.4,poor,mixed,low,moderate,df2
634984,20,other,bca,7.49,64.9,yes,9.1,average,group study,low,moderate,df2
634985,23,other,bba,7.04,70.7,yes,4.4,poor,self-study,medium,moderate,df2
634986,21,male,bba,3.36,97.8,no,8.1,average,online videos,high,hard,df2
634987,19,other,b.sc,5.28,75.2,yes,9.4,poor,mixed,high,moderate,df2
634988,22,female,b.tech,5.52,98.6,yes,9.9,average,self-study,medium,moderate,df2
634989,18,male,b.tech,7.38,75.9,yes,6.4,good,coaching,low,moderate,df2
634990,21,female,b.tech,7.39,65.1,yes,9.4,good,coaching,medium,moderate,df2
634991,19,female,diploma,5.07,88.2,yes,6.3,poor,group study,high,moderate,df2
634992,22,male,b.com,0.38,93.4,yes,4.5,good,group study,low,moderate,df2
634993,18,other,bba,6.01,74.4,yes,9.8,average,coaching,medium,moderate,df2
634994,24,male,b.tech,4.29,83.1,yes,6.1,poor,coaching,low,moderate,df2
634995,20,other,bca,1.56,60.0,yes,8.1,average,group study,low,easy,df2
634996,20,male,ba,7.4,77.5,no,8.2,average,online videos,high,moderate,df2
634997,20,female,b.tech,6.82,94.1,yes,7.6,average,group study,low,moderate,df2
634998,22,female,diploma,0.24,66.4,yes,8.0,poor,group study,medium,easy,df2
634999,21,male,b.sc,5.49,65.8,yes,9.0,good,online videos,high,moderate,df2
635000,23,other,b.com,3.94,93.1,yes,9.4,good,coaching,high,moderate,df2
635001,23,male,bba,5.21,93.8,yes,9.4,average,group study,high,moderate,df2
635002,22,female,b.com,4.3,52.9,yes,5.0,poor,online videos,high,moderate,df2
635003,22,female,bba,6.47,98.0,yes,9.3,poor,coaching,low,moderate,df2
635004,24,female,bca,7.91,86.5,yes,8.5,poor,online videos,high,easy,df2
635005,20,male,bca,1.75,86.3,yes,8.3,average,mixed,high,hard,df2
635006,24,other,b.tech,4.27,46.1,yes,7.3,poor,group study,low,moderate,df2
635007,21,other,b.tech,7.66,80.9,yes,7.2,good,self-study,low,moderate,df2
635008,19,female,b.tech,3.41,84.3,yes,4.2,good,coaching,medium,moderate,df2
635009,20,other,b.tech,0.39,58.1,yes,9.0,average,group study,low,easy,df2
635010,22,other,b.com,0.61,58.8,yes,9.6,average,self-study,high,easy,df2
635011,22,male,b.com,7.91,58.3,no,4.8,poor,mixed,medium,moderate,df2
635012,21,female,ba,4.88,81.8,yes,8.7,good,online videos,low,moderate,df2
635013,21,female,bca,5.23,73.8,yes,4.1,poor,self-study,medium,easy,df2
635014,17,other,ba,1.01,73.5,yes,9.3,good,coaching,high,moderate,df2
635015,24,female,b.sc,5.06,77.8,yes,6.1,average,group study,high,moderate,df2
635016,24,female,ba,2.88,99.4,yes,5.6,poor,online videos,low,moderate,df2
635017,18,male,diploma,4.42,40.6,yes,9.2,average,mixed,low,moderate,df2
635018,18,other,b.tech,1.69,74.0,yes,9.8,poor,group study,high,moderate,df2
635019,20,female,bba,7.91,88.4,yes,4.8,average,group study,high,moderate,df2
635020,18,female,bba,0.08,83.3,yes,4.6,average,self-study,medium,moderate,df2
635021,18,other,bca,5.78,80.1,yes,7.4,poor,group study,medium,moderate,df2
635022,19,male,ba,2.48,61.0,yes,7.9,average,coaching,medium,hard,df2
635023,20,female,bca,2.79,53.5,yes,6.2,poor,mixed,low,easy,df2
635024,20,female,diploma,1.38,78.8,yes,5.8,good,coaching,low,moderate,df2
635025,17,male,b.com,5.7,97.8,yes,8.3,good,online videos,high,moderate,df2
635026,23,other,b.sc,3.86,73.0,yes,6.3,average,online videos,high,easy,df2
635027,19,other,bba,0.93,96.9,yes,7.2,poor,coaching,low,easy,df2
635028,19,other,b.tech,7.53,58.1,yes,8.4,average,online videos,low,moderate,df2
635029,23,other,b.com,6.66,80.7,yes,8.8,good,self-study,medium,easy,df2
635030,20,male,ba,1.58,61.7,no,9.6,average,self-study,high,moderate,df2
635031,19,male,b.com,1.45,60.8,yes,9.2,average,online videos,high,moderate,df2
635032,18,other,bca,0.08,56.4,yes,8.8,good,coaching,high,moderate,df2
635033,24,male,diploma,6.63,93.9,yes,5.0,average,coaching,high,hard,df2
635034,19,female,diploma,0.79,56.4,yes,7.4,good,online videos,low,moderate,df2
635035,17,other,diploma,4.1,97.8,yes,8.9,average,self-study,high,moderate,df2
635036,22,other,bba,1.56,48.1,yes,7.2,good,mixed,medium,moderate,df2
635037,21,female,b.sc,2.98,40.6,yes,4.1,poor,group study,low,hard,df2
635038,23,female,ba,6.42,81.5,yes,5.8,good,online videos,high,moderate,df2
635039,19,male,bca,5.66,98.3,yes,5.9,poor,group study,medium,moderate,df2
635040,21,male,ba,4.86,77.5,yes,4.5,poor,mixed,medium,easy,df2
635041,23,male,diploma,3.41,62.9,yes,9.1,poor,coaching,low,moderate,df2
635042,19,other,b.sc,7.7,65.4,yes,8.3,average,group study,high,moderate,df2
635043,22,other,b.sc,4.98,46.6,yes,5.7,average,online videos,medium,hard,df2
635044,24,female,b.sc,2.62,41.8,yes,4.8,good,online videos,medium,hard,df2
635045,20,female,b.com,1.97,64.0,yes,4.6,good,self-study,low,moderate,df2
635046,18,other,b.sc,3.65,94.6,yes,7.5,good,group study,high,moderate,df2
635047,18,male,bba,5.01,44.5,yes,8.6,average,coaching,high,easy,df2
635048,21,other,bca,4.66,70.2,yes,6.5,good,coaching,medium,moderate,df2
635049,20,male,b.tech,0.25,75.3,yes,4.4,average,online videos,medium,moderate,df2
635050,22,other,ba,2.54,90.6,yes,8.3,poor,self-study,high,moderate,df2
635051,22,female,b.com,2.98,74.5,yes,6.7,good,self-study,low,moderate,df2
635052,21,female,b.sc,2.12,84.1,yes,9.2,average,coaching,low,easy,df2
635053,23,male,bba,7.07,88.6,yes,8.0,average,coaching,low,moderate,df2
635054,21,other,diploma,0.36,54.1,no,9.3,poor,coaching,high,easy,df2
635055,20,other,diploma,1.02,41.5,yes,7.6,poor,online videos,low,easy,df2
635056,18,other,b.com,4.13,71.6,yes,9.9,average,online videos,high,moderate,df2
635057,19,male,b.com,5.39,66.2,yes,5.8,good,self-study,high,hard,df2
635058,17,female,b.com,3.98,77.0,yes,5.8,good,online videos,low,moderate,df2
635059,20,female,b.com,7.91,80.8,yes,8.3,good,coaching,medium,hard,df2
635060,23,other,b.tech,0.21,79.4,yes,6.9,good,coaching,high,moderate,df2
635061,18,female,ba,4.89,97.7,yes,8.7,good,mixed,medium,easy,df2
635062,19,other,b.com,6.82,44.3,yes,6.4,poor,coaching,medium,moderate,df2
635063,20,female,b.com,1.13,40.6,yes,7.4,average,group study,medium,hard,df2
635064,23,other,b.sc,6.35,80.6,yes,4.5,poor,self-study,high,moderate,df2
635065,24,male,bca,2.3,51.6,yes,8.5,average,group study,medium,moderate,df2
635066,23,female,b.sc,3.3,72.2,yes,9.4,average,mixed,medium,moderate,df2
635067,17,other,bca,7.67,47.6,yes,9.0,average,self-study,low,easy,df2
635068,24,other,bba,6.63,50.8,yes,4.2,average,online videos,medium,moderate,df2
635069,24,male,b.tech,2.81,85.4,no,6.4,good,self-study,low,moderate,df2
635070,17,other,b.com,1.44,84.2,yes,9.2,good,coaching,medium,moderate,df2
635071,23,other,bca,6.4,64.4,yes,6.1,good,mixed,medium,hard,df2
635072,17,other,b.tech,6.99,89.8,yes,5.7,average,mixed,medium,hard,df2
635073,19,female,diploma,5.99,99.4,yes,4.8,poor,group study,medium,moderate,df2
635074,20,other,bba,7.86,99.4,yes,6.7,poor,mixed,low,easy,df2
635075,20,other,b.tech,6.14,50.9,yes,6.2,poor,mixed,medium,moderate,df2
635076,17,other,b.com,2.83,90.6,yes,9.7,good,online videos,low,moderate,df2
635077,19,female,b.tech,2.32,95.3,yes,7.9,average,group study,medium,moderate,df2
635078,19,female,b.tech,5.82,96.5,yes,6.2,average,online videos,low,moderate,df2
635079,20,other,bca,4.77,77.0,no,9.0,average,group study,medium,easy,df2
635080,20,male,b.tech,3.02,81.0,yes,7.8,average,online videos,low,moderate,df2
635081,21,other,b.com,1.11,73.7,yes,6.5,average,online videos,low,moderate,df2
635082,22,female,bba,5.64,73.1,yes,5.6,average,self-study,medium,hard,df2
635083,21,male,ba,7.74,82.7,yes,6.7,average,mixed,low,moderate,df2
635084,24,male,bca,1.32,42.1,yes,5.9,poor,mixed,medium,easy,df2
635085,18,female,bba,6.79,97.0,yes,8.5,good,online videos,high,moderate,df2
635086,20,male,diploma,7.59,85.8,yes,5.0,poor,self-study,high,hard,df2
635087,23,male,b.sc,7.39,54.6,yes,8.6,poor,online videos,medium,hard,df2
635088,23,female,diploma,1.98,79.6,yes,9.6,poor,coaching,low,easy,df2
635089,19,other,ba,6.19,63.1,yes,6.6,poor,self-study,high,easy,df2
635090,23,female,bca,1.05,74.6,yes,6.0,average,coaching,medium,easy,df2
635091,17,male,bba,4.81,91.9,yes,9.0,average,self-study,low,easy,df2
635092,17,female,b.sc,2.63,61.3,yes,4.3,average,mixed,low,easy,df2
635093,17,male,bca,2.95,62.2,yes,9.8,poor,self-study,medium,easy,df2
635094,17,male,diploma,2.62,43.0,yes,5.5,average,group study,low,moderate,df2
635095,19,male,b.com,4.64,92.0,yes,4.5,poor,coaching,medium,hard,df2
635096,17,female,bba,6.95,89.5,yes,9.1,poor,coaching,low,moderate,df2
635097,17,female,b.sc,4.18,75.0,yes,9.7,poor,self-study,low,moderate,df2
635098,18,male,ba,3.47,51.1,yes,9.8,poor,self-study,high,moderate,df2
635099,24,male,ba,0.29,57.8,yes,7.6,poor,self-study,high,moderate,df2
635100,22,female,b.tech,5.44,91.2,no,8.4,poor,online videos,medium,easy,df2
635101,17,other,b.tech,4.94,67.7,yes,5.4,good,self-study,low,moderate,df2
635102,19,female,b.tech,4.08,69.9,no,4.4,poor,mixed,low,hard,df2
635103,19,male,ba,6.48,60.5,yes,6.9,poor,coaching,low,moderate,df2
635104,21,other,b.tech,3.86,97.2,yes,6.4,poor,self-study,medium,moderate,df2
635105,19,female,diploma,7.76,98.9,yes,5.6,good,self-study,medium,hard,df2
635106,21,male,bba,6.54,87.1,yes,7.5,good,coaching,high,easy,df2
635107,18,male,diploma,7.79,87.9,yes,6.2,good,coaching,high,moderate,df2
635108,24,female,b.com,2.02,94.4,yes,4.7,good,online videos,high,easy,df2
635109,23,male,bba,6.71,78.4,yes,9.7,good,coaching,low,hard,df2
635110,20,male,b.sc,0.17,62.5,yes,6.4,average,group study,low,easy,df2
635111,21,female,b.com,6.21,80.9,yes,4.5,good,mixed,low,moderate,df2
635112,19,female,bca,4.94,68.1,no,9.4,average,mixed,medium,hard,df2
635113,22,other,bca,3.0,65.4,yes,7.5,average,coaching,low,easy,df2
635114,21,female,b.sc,1.11,70.6,yes,6.3,average,self-study,medium,moderate,df2
635115,23,male,b.tech,4.62,40.6,yes,4.5,average,coaching,low,moderate,df2
635116,20,female,bca,5.19,71.4,yes,7.7,poor,self-study,low,moderate,df2
635117,21,other,b.tech,1.64,41.5,yes,4.7,poor,self-study,high,easy,df2
635118,17,male,b.sc,0.61,49.2,yes,7.1,poor,mixed,high,moderate,df2
635119,19,other,b.tech,2.7,68.4,yes,9.7,poor,self-study,low,easy,df2
635120,20,female,b.tech,3.37,45.5,yes,7.5,good,group study,low,moderate,df2
635121,19,male,bba,2.75,74.0,yes,6.0,poor,coaching,medium,easy,df2
635122,18,other,bca,2.21,64.2,yes,5.7,average,online videos,medium,easy,df2
635123,23,male,b.com,3.85,44.3,yes,7.6,poor,online videos,low,moderate,df2
635124,19,female,b.com,0.51,66.9,yes,8.2,average,mixed,medium,easy,df2
635125,21,female,b.sc,2.02,63.2,yes,4.4,good,coaching,high,easy,df2
635126,21,other,diploma,0.16,98.7,yes,5.9,poor,coaching,low,easy,df2
635127,22,other,bca,4.76,74.1,no,4.9,good,coaching,high,moderate,df2
635128,20,other,bca,0.72,89.9,yes,5.5,average,mixed,medium,moderate,df2
635129,23,male,b.com,1.06,96.6,yes,8.7,average,group study,low,hard,df2
635130,17,other,b.tech,4.14,93.4,yes,5.5,poor,group study,low,moderate,df2
635131,22,female,bba,6.66,80.8,no,5.5,good,group study,medium,hard,df2
635132,23,female,b.sc,7.35,85.8,yes,9.7,average,online videos,medium,moderate,df2
635133,21,other,b.sc,4.39,55.7,yes,8.0,average,self-study,high,easy,df2
635134,21,other,ba,2.62,95.3,yes,7.6,good,coaching,low,moderate,df2
635135,18,male,b.com,0.08,61.9,no,9.7,poor,online videos,high,hard,df2
635136,24,female,b.com,3.32,54.5,yes,7.6,good,online videos,medium,moderate,df2
635137,22,male,bca,4.39,44.0,yes,6.7,average,self-study,high,moderate,df2
635138,17,other,b.sc,4.99,87.7,yes,5.5,good,mixed,high,moderate,df2
635139,21,male,b.sc,1.64,70.5,yes,5.2,average,self-study,low,easy,df2
635140,23,male,b.tech,6.38,96.7,no,7.8,poor,self-study,medium,hard,df2
635141,24,female,b.tech,6.62,50.7,yes,8.3,average,self-study,medium,easy,df2
635142,19,other,b.sc,6.28,86.7,yes,7.1,average,coaching,medium,easy,df2
635143,22,male,b.tech,7.9,46.2,yes,7.3,average,coaching,medium,easy,df2
635144,19,male,b.sc,1.22,41.5,yes,6.9,poor,group study,low,easy,df2
635145,24,male,b.tech,6.37,77.9,yes,6.4,average,group study,low,easy,df2
635146,18,male,bca,4.63,93.0,yes,9.0,poor,self-study,low,moderate,df2
635147,19,other,b.sc,5.47,59.3,yes,8.0,average,coaching,low,moderate,df2
635148,22,female,bca,6.09,93.7,yes,6.3,good,mixed,high,moderate,df2
635149,23,male,b.com,0.76,44.5,yes,5.0,good,coaching,medium,moderate,df2
635150,24,female,bba,2.16,87.1,yes,6.6,good,online videos,high,moderate,df2
635151,18,male,b.com,0.74,64.7,yes,5.6,poor,coaching,medium,moderate,df2
635152,17,male,ba,7.72,96.0,yes,9.9,good,self-study,high,moderate,df2
635153,23,female,bba,4.77,95.2,no,7.2,average,mixed,medium,hard,df2
635154,23,female,b.tech,6.46,85.4,yes,9.5,average,coaching,medium,moderate,df2
635155,19,female,diploma,7.58,65.4,yes,9.5,good,online videos,low,moderate,df2
635156,21,other,b.sc,7.91,59.6,yes,7.5,good,coaching,low,easy,df2
635157,22,other,b.sc,2.03,47.0,yes,9.5,good,coaching,low,easy,df2
635158,18,other,b.tech,0.88,79.0,yes,9.7,average,self-study,high,moderate,df2
635159,18,male,bba,7.37,61.3,yes,7.9,average,mixed,medium,easy,df2
635160,18,male,b.tech,1.42,60.2,yes,4.5,poor,group study,medium,moderate,df2
635161,20,female,b.tech,4.67,73.5,yes,7.8,good,mixed,medium,moderate,df2
635162,24,male,bca,4.04,97.7,yes,5.4,good,self-study,high,hard,df2
635163,21,male,bba,5.41,47.2,yes,8.5,good,self-study,high,moderate,df2
635164,19,male,b.sc,6.81,44.6,yes,9.3,average,mixed,high,moderate,df2
635165,20,other,bba,7.5,52.4,yes,5.6,poor,mixed,high,hard,df2
635166,24,male,diploma,2.36,89.2,yes,5.3,average,online videos,medium,moderate,df2
635167,23,female,diploma,2.38,40.6,yes,8.7,average,online videos,high,moderate,df2
635168,19,male,b.sc,1.16,74.4,yes,5.2,average,online videos,high,hard,df2
635169,17,female,diploma,1.76,52.8,yes,9.8,good,mixed,low,moderate,df2
635170,22,male,diploma,2.75,77.1,yes,4.8,poor,coaching,medium,moderate,df2
635171,22,other,ba,2.07,48.9,no,6.6,good,coaching,medium,moderate,df2
635172,24,female,bba,4.79,64.7,yes,4.2,good,coaching,low,moderate,df2
635173,18,male,diploma,4.08,89.9,yes,8.9,poor,self-study,high,easy,df2
635174,21,other,b.com,7.26,98.3,yes,7.8,poor,mixed,medium,moderate,df2
635175,23,other,b.com,7.43,85.5,yes,7.6,average,coaching,high,moderate,df2
635176,19,female,ba,4.0,66.8,yes,9.8,good,online videos,low,moderate,df2
635177,17,male,b.tech,0.47,81.8,no,9.0,poor,group study,high,easy,df2
635178,17,other,bca,7.18,64.3,yes,8.8,good,coaching,high,moderate,df2
635179,22,female,b.tech,4.2,98.1,yes,8.2,good,self-study,medium,moderate,df2
635180,24,other,diploma,5.39,54.5,yes,9.4,average,coaching,high,easy,df2
635181,22,male,bba,4.19,58.3,yes,5.4,poor,online videos,high,easy,df2
635182,18,male,b.sc,0.5,42.7,yes,4.5,average,coaching,medium,hard,df2
635183,20,male,b.com,6.21,86.7,yes,8.7,poor,self-study,high,easy,df2
635184,22,other,bba,1.34,70.2,yes,7.5,average,online videos,low,hard,df2
635185,23,female,b.tech,2.17,94.6,yes,4.6,poor,coaching,medium,moderate,df2
635186,23,other,bba,3.76,88.9,yes,4.1,poor,self-study,medium,moderate,df2
635187,22,male,b.tech,3.08,88.3,yes,8.7,poor,group study,high,moderate,df2
635188,18,male,b.tech,7.39,93.0,yes,5.3,good,online videos,medium,moderate,df2
635189,23,female,bca,0.68,60.4,yes,8.9,average,coaching,high,easy,df2
635190,23,other,bba,3.09,53.2,yes,8.9,average,self-study,high,easy,df2
635191,19,female,b.com,3.02,71.7,yes,5.4,poor,online videos,low,moderate,df2
635192,24,female,ba,0.24,77.7,yes,9.9,good,coaching,medium,moderate,df2
635193,20,other,b.tech,0.66,85.0,yes,5.5,poor,online videos,low,moderate,df2
635194,22,other,b.sc,0.08,48.1,yes,4.3,average,mixed,low,moderate,df2
635195,19,female,b.tech,1.46,81.2,yes,4.9,poor,mixed,high,moderate,df2
635196,24,other,b.tech,3.39,84.8,yes,9.2,average,coaching,high,easy,df2
635197,23,female,bba,6.22,66.3,yes,9.3,poor,group study,high,easy,df2
635198,18,male,diploma,6.92,58.8,yes,9.3,poor,mixed,low,moderate,df2
635199,22,other,b.tech,1.07,88.4,yes,7.9,good,group study,medium,moderate,df2
635200,17,male,bca,4.58,83.2,yes,9.1,good,coaching,low,moderate,df2
635201,17,female,b.com,6.9,56.7,yes,5.5,average,self-study,medium,easy,df2
635202,21,female,b.sc,4.28,98.7,yes,8.3,good,mixed,medium,moderate,df2
635203,20,other,b.sc,1.08,41.4,yes,5.9,average,group study,low,moderate,df2
635204,17,male,bba,4.61,43.9,yes,7.1,average,coaching,medium,moderate,df2
635205,23,female,bca,3.08,46.4,yes,9.9,good,mixed,high,moderate,df2
635206,22,female,diploma,0.47,79.8,yes,8.8,poor,self-study,low,moderate,df2
635207,23,female,bca,5.08,96.4,yes,6.0,average,coaching,medium,moderate,df2
635208,21,female,diploma,3.95,99.4,yes,8.5,poor,self-study,high,moderate,df2
635209,23,other,b.sc,4.76,96.1,yes,8.1,good,group study,high,hard,df2
635210,24,other,b.tech,1.8,78.5,yes,6.0,good,coaching,medium,easy,df2
635211,22,other,b.tech,2.43,42.1,yes,8.2,good,mixed,high,moderate,df2
635212,23,male,b.tech,4.39,64.8,yes,4.1,poor,online videos,high,hard,df2
635213,24,other,b.com,1.34,49.8,yes,7.3,good,mixed,low,moderate,df2
635214,24,male,bca,3.61,92.3,yes,7.9,poor,online videos,high,moderate,df2
635215,24,female,b.tech,4.8,87.8,yes,8.9,poor,online videos,low,moderate,df2
635216,18,female,b.sc,5.05,44.5,yes,4.7,poor,coaching,medium,moderate,df2
635217,19,other,bca,6.35,97.0,yes,7.9,poor,mixed,medium,moderate,df2
635218,22,female,diploma,3.56,71.3,yes,7.5,good,self-study,high,easy,df2
635219,23,female,b.com,7.2,52.0,yes,9.8,average,coaching,low,easy,df2
